m/z	Intensity	Relative
 484.6540	     25.1	    0.36
 484.6554	     18.3	    0.26
 484.6605	     12.5	    0.18
 484.6742	      9.3	    0.13
 484.6801	      8.7	    0.12
 484.6831	     24.1	    0.34
 484.6849	      9.6	    0.14
 484.6865	     15.0	    0.21
 484.6911	     35.6	    0.51
 484.6936	     10.6	    0.15
 484.6977	      7.4	    0.11
 484.6994	      4.6	    0.07
 484.7013	     23.3	    0.33
 484.7096	      9.3	    0.13
 484.7122	     12.8	    0.18
 484.7140	      5.2	    0.07
 484.7201	     12.9	    0.18
 484.7219	     24.2	    0.34
 484.7262	     11.9	    0.17
 484.7274	     20.3	    0.29
 484.7343	     11.2	    0.16
 484.7376	     13.0	    0.18
 484.7384	     18.5	    0.26
 484.7458	     13.4	    0.19
 484.7505	      6.3	    0.09
 484.7516	     11.0	    0.16
 484.7664	      9.1	    0.13
 484.7871	     13.8	    0.20
 484.7904	     12.3	    0.18
 484.8032	     12.5	    0.18
 484.8099	     19.3	    0.27
 484.8146	     24.1	    0.34
 484.8221	     12.1	    0.17
 484.8239	      9.4	    0.13
 484.8527	      8.8	    0.12
 484.8731	      8.4	    0.12
 484.8863	      6.5	    0.09
 484.8940	     22.0	    0.31
 484.9909	     16.1	    0.23
 484.9964	     12.8	    0.18
 484.9989	    184.0	    2.61
 485.0056	     16.0	    0.23
 485.0076	     31.4	    0.45
 485.0141	     11.2	    0.16
 485.0165	     44.5	    0.63
 485.0180	     15.0	    0.21
 485.0195	     17.8	    0.25
 485.0236	     44.7	    0.64
 485.0254	     20.0	    0.28
 485.0278	     36.6	    0.52
 485.0324	     27.2	    0.39
 485.0353	   1159.8	   16.48
 485.0397	      8.0	    0.11
 485.0431	     73.3	    1.04
 485.0457	     58.2	    0.83
 485.0473	     37.3	    0.53
 485.0489	      7.4	    0.11
 485.0505	     38.6	    0.55
 485.0542	     98.6	    1.40
 485.0569	     89.8	    1.28
 485.0598	     51.1	    0.73
 485.0621	     43.4	    0.62
 485.0717	   1113.6	   15.82
 485.0755	      5.6	    0.08
 485.0777	     23.0	    0.33
 485.0792	     22.0	    0.31
 485.0819	     18.8	    0.27
 485.0868	     36.9	    0.52
 485.0909	     20.2	    0.29
 485.0928	     24.9	    0.35
 485.0951	     20.1	    0.29
 485.1081	    489.8	    6.96
 485.1184	     10.5	    0.15
 485.1290	     11.5	    0.16
 485.1447	    201.8	    2.87
 485.1550	     11.2	    0.16
 485.1810	     83.9	    1.19
 485.1849	     16.2	    0.23
 485.2172	     17.1	    0.24
 485.2197	     22.8	    0.32
 485.2474	     28.1	    0.40
 485.2634	      6.0	    0.09
 485.2745	     40.9	    0.58
 485.2901	     10.4	    0.15
 485.2956	     21.5	    0.31
 485.3006	     14.1	    0.20
 485.3332	     22.5	    0.32
 485.3457	     11.9	    0.17
 485.3587	     13.5	    0.19
 485.3630	     31.9	    0.45
 485.3668	      8.3	    0.12
 485.3831	     19.4	    0.28
 485.3856	     42.0	    0.60
 485.3867	     34.7	    0.49
 485.3991	     15.0	    0.21
 485.4054	     11.9	    0.17
 485.4112	     12.6	    0.18
 485.4330	     19.1	    0.27
 485.4431	      6.2	    0.09
 485.4502	     14.0	    0.20
 485.4616	     22.2	    0.32
 485.4769	     32.3	    0.46
 485.4851	     20.7	    0.29
 485.4958	     17.5	    0.25
 485.5237	      8.0	    0.11
 485.5255	     12.2	    0.17
 485.5326	     12.1	    0.17
 485.5353	      8.7	    0.12
 485.5374	     23.4	    0.33
 485.5436	     20.2	    0.29
 485.5472	     23.5	    0.33
 485.5518	      7.8	    0.11
 485.5550	     33.7	    0.48
 485.5586	     16.5	    0.24
 485.5617	     24.7	    0.35
 485.5690	     11.7	    0.17
 485.5722	     26.4	    0.38
 485.5734	     25.0	    0.35
 485.5919	     19.0	    0.27
 485.6018	     11.8	    0.17
 485.6113	     21.8	    0.31
 485.6132	     15.5	    0.22
 485.6282	      6.4	    0.09
 485.6358	     26.5	    0.38
 485.6418	     20.8	    0.30
 485.6482	      8.0	    0.11
 485.6684	      9.0	    0.13
 485.6810	      6.6	    0.09
 485.6886	     15.0	    0.21
 485.6899	     12.1	    0.17
 485.6917	      7.9	    0.11
 485.7018	     13.9	    0.20
 485.7038	     11.5	    0.16
 485.7091	      7.1	    0.10
 485.7126	      8.3	    0.12
 485.7159	      5.1	    0.07
 485.7194	     21.3	    0.30
 485.7220	     23.2	    0.33
 485.7313	      6.8	    0.10
 485.7329	     15.7	    0.22
 485.7365	     10.3	    0.15
 485.7423	     19.8	    0.28
 485.7439	     16.7	    0.24
 485.7483	     25.8	    0.37
 485.7524	     55.4	    0.79
 485.7569	     24.5	    0.35
 485.7602	      8.5	    0.12
 485.7641	      7.0	    0.10
 485.7744	      8.8	    0.13
 485.7840	     11.0	    0.16
 485.7980	     11.7	    0.17
 485.8085	      7.9	    0.11
 485.8128	     16.7	    0.24
 485.8191	     10.2	    0.15
 485.8263	     14.7	    0.21
 485.8387	     14.4	    0.20
 485.8458	     11.7	    0.17
 485.8599	      6.2	    0.09
 485.8659	     11.7	    0.17
 485.8738	      7.9	    0.11
 485.9939	     12.9	    0.18
 486.0019	     14.4	    0.21
 486.0067	     13.2	    0.19
 486.0085	     15.6	    0.22
 486.0125	     21.9	    0.31
 486.0142	      8.4	    0.12
 486.0179	     12.5	    0.18
 486.0221	     14.8	    0.21
 486.0232	     11.4	    0.16
 486.0246	     13.0	    0.19
 486.0262	     32.9	    0.47
 486.0305	     46.4	    0.66
 486.0329	     31.9	    0.45
 486.0353	     22.5	    0.32
 486.0389	    180.1	    2.56
 486.0410	     33.2	    0.47
 486.0437	     73.6	    1.05
 486.0461	     35.0	    0.50
 486.0467	     38.2	    0.54
 486.0484	     31.5	    0.45
 486.0501	      8.1	    0.11
 486.0513	     35.2	    0.50
 486.0538	     41.1	    0.58
 486.0577	     12.5	    0.18
 486.0586	      9.9	    0.14
 486.0614	     81.4	    1.16
 486.0675	      7.6	    0.11
 486.0706	      9.4	    0.13
 486.0730	     22.5	    0.32
 486.0743	     53.7	    0.76
 486.0800	     30.1	    0.43
 486.0829	     16.0	    0.23
 486.0926	     16.6	    0.24
 486.0967	      8.1	    0.12
 486.0994	     24.8	    0.35
 486.1050	     19.2	    0.27
 486.1069	     10.1	    0.14
 486.1116	     17.6	    0.25
 486.1162	     12.6	    0.18
 486.1245	      8.3	    0.12
 486.1276	     13.5	    0.19
 486.1325	      8.9	    0.13
 486.1509	     12.5	    0.18
 486.1841	      6.0	    0.09
 486.2464	     54.6	    0.78
 486.2620	     11.3	    0.16
 486.2680	     10.3	    0.15
 486.2767	     12.8	    0.18
 486.2787	      5.7	    0.08
 486.2816	     10.9	    0.15
 486.2943	     14.2	    0.20
 486.3117	      7.3	    0.10
 486.3260	     20.5	    0.29
 486.3281	      8.9	    0.13
 486.3385	     13.7	    0.19
 486.3420	     11.8	    0.17
 486.3755	     14.3	    0.20
 486.3813	     31.1	    0.44
 486.3840	     18.2	    0.26
 486.3855	     17.2	    0.24
 486.3895	     11.4	    0.16
 486.3912	      9.4	    0.13
 486.3926	      7.1	    0.10
 486.3954	     13.0	    0.18
 486.4303	     10.7	    0.15
 486.4532	     22.4	    0.32
 486.4549	     26.2	    0.37
 486.4563	     12.0	    0.17
 486.4635	     27.1	    0.38
 486.4738	     12.8	    0.18
 486.4973	      9.2	    0.13
 486.5036	     20.4	    0.29
 486.5223	      9.8	    0.14
 486.5248	     36.7	    0.52
 486.5316	      7.6	    0.11
 486.5401	     17.9	    0.25
 486.5448	     42.8	    0.61
 486.5516	     13.8	    0.20
 486.5540	     11.9	    0.17
 486.5633	     17.4	    0.25
 486.5680	     15.2	    0.22
 486.5728	     16.6	    0.24
 486.5748	      6.9	    0.10
 486.5840	     11.1	    0.16
 486.5875	     15.0	    0.21
 486.5917	     11.3	    0.16
 486.5998	     11.9	    0.17
 486.6030	     10.1	    0.14
 486.6168	      7.6	    0.11
 486.6192	     25.9	    0.37
 486.6233	     19.0	    0.27
 486.6383	      9.5	    0.14
 486.6395	     10.7	    0.15
 486.6463	      9.2	    0.13
 486.6492	      7.6	    0.11
 486.6664	      7.4	    0.10
 486.6701	     11.9	    0.17
 486.6844	     12.5	    0.18
 486.6960	      7.2	    0.10
 486.7012	     12.1	    0.17
 486.7032	      8.5	    0.12
 486.7055	      9.8	    0.14
 486.7080	      6.9	    0.10
 486.7111	     15.3	    0.22
 486.7134	     14.7	    0.21
 486.7185	     10.0	    0.14
 486.7207	     14.3	    0.20
 486.7214	     10.9	    0.15
 486.7226	     16.0	    0.23
 486.7269	      8.8	    0.12
 486.7284	      9.7	    0.14
 486.7310	     17.9	    0.25
 486.7399	     12.0	    0.17
 486.7539	     14.3	    0.20
 486.7601	      8.8	    0.13
 486.7751	     14.8	    0.21
 486.7783	      7.0	    0.10
 486.7909	     11.5	    0.16
 486.7945	     40.5	    0.58
 486.7988	     19.7	    0.28
 486.8008	     14.8	    0.21
 486.8110	     31.7	    0.45
 486.8224	     11.2	    0.16
 486.8351	     16.8	    0.24
 486.8464	     15.4	    0.22
 486.8518	     30.2	    0.43
 486.8549	     14.8	    0.21
 486.8597	     16.1	    0.23
 486.8695	     10.4	    0.15
 486.9843	     18.1	    0.26
 486.9939	     24.9	    0.35
 486.9968	     13.1	    0.19
 487.0068	     12.7	    0.18
 487.0105	      9.1	    0.13
 487.0146	    376.7	    5.35
 487.0184	     12.0	    0.17
 487.0203	      9.9	    0.14
 487.0220	      7.0	    0.10
 487.0254	     16.6	    0.24
 487.0272	      9.9	    0.14
 487.0296	     63.9	    0.91
 487.0326	     78.3	    1.11
 487.0343	     39.7	    0.56
 487.0368	     23.1	    0.33
 487.0407	     84.1	    1.19
 487.0434	     27.9	    0.40
 487.0462	     25.6	    0.36
 487.0483	     53.8	    0.76
 487.0510	   1050.4	   14.92
 487.0540	     46.0	    0.65
 487.0563	     11.2	    0.16
 487.0597	     60.6	    0.86
 487.0640	      9.8	    0.14
 487.0662	     75.3	    1.07
 487.0675	     56.0	    0.80
 487.0700	     24.7	    0.35
 487.0721	     33.9	    0.48
 487.0754	     20.4	    0.29
 487.0811	     19.0	    0.27
 487.0817	     12.7	    0.18
 487.0873	    645.1	    9.16
 487.0947	     32.0	    0.45
 487.1028	      7.3	    0.10
 487.1063	      7.6	    0.11
 487.1082	     14.6	    0.21
 487.1110	     44.5	    0.63
 487.1238	    195.7	    2.78
 487.1424	      6.1	    0.09
 487.1603	    112.3	    1.60
 487.1868	     14.5	    0.21
 487.1883	     10.3	    0.15
 487.1965	     60.8	    0.86
 487.2148	     13.9	    0.20
 487.2313	     15.5	    0.22
 487.2328	     10.2	    0.15
 487.2474	     18.6	    0.26
 487.2547	     17.6	    0.25
 487.2605	     21.1	    0.30
 487.2729	     13.0	    0.18
 487.2742	      8.4	    0.12
 487.2828	     34.9	    0.50
 487.2911	     16.5	    0.23
 487.2957	      9.5	    0.13
 487.2984	     15.5	    0.22
 487.3013	     13.1	    0.19
 487.3029	     10.9	    0.15
 487.3065	     36.9	    0.52
 487.3105	      9.2	    0.13
 487.3378	     19.5	    0.28
 487.3556	      8.1	    0.11
 487.3582	      8.2	    0.12
 487.3601	     48.2	    0.68
 487.3620	     16.1	    0.23
 487.3687	     14.4	    0.20
 487.3734	     31.6	    0.45
 487.3797	     13.4	    0.19
 487.3832	     21.3	    0.30
 487.3912	     26.7	    0.38
 487.3925	     35.8	    0.51
 487.3946	      8.8	    0.13
 487.3974	      7.0	    0.10
 487.4001	      7.9	    0.11
 487.4034	     17.4	    0.25
 487.4052	     21.8	    0.31
 487.4150	     12.0	    0.17
 487.4216	     24.4	    0.35
 487.4284	     11.4	    0.16
 487.4302	     12.4	    0.18
 487.4592	      6.7	    0.10
 487.5100	     21.8	    0.31
 487.5133	     12.4	    0.18
 487.5168	      8.4	    0.12
 487.5185	      7.5	    0.11
 487.5211	     40.1	    0.57
 487.5234	     16.5	    0.23
 487.5270	      7.8	    0.11
 487.5311	      9.4	    0.13
 487.5340	     18.0	    0.26
 487.5416	     24.4	    0.35
 487.5433	      9.5	    0.13
 487.5456	     11.0	    0.16
 487.5485	     24.0	    0.34
 487.5525	     51.5	    0.73
 487.5559	     21.9	    0.31
 487.5702	     25.0	    0.36
 487.5730	     21.6	    0.31
 487.5761	     14.3	    0.20
 487.5781	     11.8	    0.17
 487.5849	      6.1	    0.09
 487.5908	     11.0	    0.16
 487.5931	      8.7	    0.12
 487.6147	      7.7	    0.11
 487.6288	     25.7	    0.36
 487.6385	     11.7	    0.17
 487.6502	     31.0	    0.44
 487.6630	     18.8	    0.27
 487.6754	     11.6	    0.16
 487.6808	     12.3	    0.17
 487.6853	     14.9	    0.21
 487.7081	     26.2	    0.37
 487.7111	     15.4	    0.22
 487.7141	      8.2	    0.12
 487.7234	     38.5	    0.55
 487.7291	     33.3	    0.47
 487.7365	     10.6	    0.15
 487.7569	     34.3	    0.49
 487.7615	     10.0	    0.14
 487.7672	     17.9	    0.25
 487.7991	     10.5	    0.15
 487.8009	     10.5	    0.15
 487.8026	     12.2	    0.17
 487.8080	     21.1	    0.30
 487.8105	     10.3	    0.15
 487.8189	     27.1	    0.39
 487.8399	      9.3	    0.13
 487.8483	     26.2	    0.37
 487.8511	     12.3	    0.17
 487.8635	     12.0	    0.17
 487.8838	     15.0	    0.21
 487.8907	     15.1	    0.21
 487.9410	     21.0	    0.30
 487.9502	      6.3	    0.09
 488.0094	      6.7	    0.10
 488.0127	     10.9	    0.16
 488.0183	     57.5	    0.82
 488.0223	     18.0	    0.26
 488.0259	     34.1	    0.48
 488.0304	     24.3	    0.35
 488.0326	      7.1	    0.10
 488.0349	     12.1	    0.17
 488.0369	     18.7	    0.27
 488.0400	     86.0	    1.22
 488.0426	     23.9	    0.34
 488.0459	     52.1	    0.74
 488.0485	     50.5	    0.72
 488.0544	     79.7	    1.13
 488.0587	     66.8	    0.95
 488.0612	     36.3	    0.52
 488.0660	     73.3	    1.04
 488.0696	     26.3	    0.37
 488.0759	     16.4	    0.23
 488.0772	      6.7	    0.10
 488.0824	     38.2	    0.54
 488.0848	     23.6	    0.34
 488.0881	     22.8	    0.32
 488.0908	     87.7	    1.25
 488.0923	     21.2	    0.30
 488.0958	     30.2	    0.43
 488.1008	     23.6	    0.34
 488.1027	     26.2	    0.37
 488.1123	      9.5	    0.14
 488.1262	      5.2	    0.07
 488.1637	      9.0	    0.13
 488.2173	     45.8	    0.65
 488.2187	     23.3	    0.33
 488.2452	     24.6	    0.35
 488.2519	      7.8	    0.11
 488.2592	     12.9	    0.18
 488.2605	     29.7	    0.42
 488.2634	     20.7	    0.29
 488.2708	     12.0	    0.17
 488.2916	     15.8	    0.22
 488.2950	     22.8	    0.32
 488.3019	     13.5	    0.19
 488.3040	     29.5	    0.42
 488.3050	     20.9	    0.30
 488.3080	     29.1	    0.41
 488.3088	     17.3	    0.25
 488.3165	      9.8	    0.14
 488.3240	     28.8	    0.41
 488.3456	     17.3	    0.25
 488.3483	     26.0	    0.37
 488.3577	     26.1	    0.37
 488.3639	     12.0	    0.17
 488.3703	     27.4	    0.39
 488.3760	     21.2	    0.30
 488.3856	     18.6	    0.26
 488.3878	     16.9	    0.24
 488.3904	     14.2	    0.20
 488.3968	     12.3	    0.18
 488.4120	     10.6	    0.15
 488.4181	     21.9	    0.31
 488.4210	      7.2	    0.10
 488.4239	     11.9	    0.17
 488.4331	     25.3	    0.36
 488.4358	     47.0	    0.67
 488.4459	     41.0	    0.58
 488.4626	     20.2	    0.29
 488.4664	      8.7	    0.12
 488.4844	     11.3	    0.16
 488.5079	     20.1	    0.29
 488.5156	     19.4	    0.27
 488.5236	      5.8	    0.08
 488.5292	     15.0	    0.21
 488.5331	     14.7	    0.21
 488.5379	     10.0	    0.14
 488.5404	     34.0	    0.48
 488.5459	     17.6	    0.25
 488.5475	      7.5	    0.11
 488.5498	     27.5	    0.39
 488.5533	     29.2	    0.42
 488.5554	     33.4	    0.47
 488.5580	      6.0	    0.09
 488.5601	      9.3	    0.13
 488.5640	     32.6	    0.46
 488.5663	     22.3	    0.32
 488.5686	      6.5	    0.09
 488.5748	     43.0	    0.61
 488.5766	     12.5	    0.18
 488.5783	     35.3	    0.50
 488.5833	     22.9	    0.33
 488.6261	     26.1	    0.37
 488.6475	     13.3	    0.19
 488.6662	     15.2	    0.22
 488.6906	     21.3	    0.30
 488.6953	      8.9	    0.13
 488.6967	      9.1	    0.13
 488.6985	     20.2	    0.29
 488.7024	     13.4	    0.19
 488.7046	     12.5	    0.18
 488.7074	     25.3	    0.36
 488.7109	      8.8	    0.12
 488.7126	     27.1	    0.39
 488.7225	     16.7	    0.24
 488.7240	      5.3	    0.08
 488.7256	     17.3	    0.25
 488.7273	     16.1	    0.23
 488.7373	      8.3	    0.12
 488.7415	     10.9	    0.16
 488.7446	     30.8	    0.44
 488.7540	      7.0	    0.10
 488.7566	      8.1	    0.11
 488.7699	     19.2	    0.27
 488.7763	      7.2	    0.10
 488.7951	     14.2	    0.20
 488.7980	     13.8	    0.20
 488.8026	     18.0	    0.26
 488.8103	      6.8	    0.10
 488.8332	      7.5	    0.11
 488.8410	     10.0	    0.14
 488.8418	      9.8	    0.14
 488.8482	     12.2	    0.17
 488.8500	      9.0	    0.13
 488.8524	     20.3	    0.29
 488.9937	      7.8	    0.11
 489.0094	     86.7	    1.23
 489.0130	     24.0	    0.34
 489.0167	     21.0	    0.30
 489.0242	     28.6	    0.41
 489.0248	     25.7	    0.37
 489.0253	     26.2	    0.37
 489.0277	     14.0	    0.20
 489.0304	    565.1	    8.03
 489.0327	     29.6	    0.42
 489.0345	     23.1	    0.33
 489.0384	    111.2	    1.58
 489.0407	     29.6	    0.42
 489.0424	     21.3	    0.30
 489.0455	    292.1	    4.15
 489.0475	     44.2	    0.63
 489.0488	     27.6	    0.39
 489.0519	      9.9	    0.14
 489.0540	     45.9	    0.65
 489.0558	     70.7	    1.00
 489.0585	      6.6	    0.09
 489.0591	     11.4	    0.16
 489.0612	     41.0	    0.58
 489.0645	     44.6	    0.63
 489.0665	    912.7	   12.97
 489.0700	     13.3	    0.19
 489.0713	     15.2	    0.22
 489.0745	     25.1	    0.36
 489.0763	     29.3	    0.42
 489.0797	      5.2	    0.07
 489.0819	    104.6	    1.49
 489.0850	     59.3	    0.84
 489.0867	      9.0	    0.13
 489.0902	     30.3	    0.43
 489.0907	     25.6	    0.36
 489.0919	     18.7	    0.27
 489.0932	      6.4	    0.09
 489.1029	    355.7	    5.05
 489.1068	      7.2	    0.10
 489.1122	      8.0	    0.11
 489.1186	      8.2	    0.12
 489.1270	      5.2	    0.07
 489.1394	    125.1	    1.78
 489.1517	      9.5	    0.13
 489.1755	     81.4	    1.16
 489.2005	      5.7	    0.08
 489.2125	     58.7	    0.83
 489.2197	      9.7	    0.14
 489.2352	     13.0	    0.18
 489.2491	     14.3	    0.20
 489.2611	     12.4	    0.18
 489.2779	     13.3	    0.19
 489.2828	     11.4	    0.16
 489.2902	     30.2	    0.43
 489.2946	     23.9	    0.34
 489.3052	      6.4	    0.09
 489.3121	     13.2	    0.19
 489.3219	     13.1	    0.19
 489.3315	     12.5	    0.18
 489.3420	     19.3	    0.27
 489.3483	     24.6	    0.35
 489.3588	      6.1	    0.09
 489.3627	      9.8	    0.14
 489.3651	      7.2	    0.10
 489.3669	     17.9	    0.25
 489.3693	     11.1	    0.16
 489.3735	      7.0	    0.10
 489.3818	     14.5	    0.21
 489.3887	     45.0	    0.64
 489.3946	     22.3	    0.32
 489.4016	     16.0	    0.23
 489.4061	     12.1	    0.17
 489.4344	     18.0	    0.26
 489.4405	     20.6	    0.29
 489.4454	     29.2	    0.41
 489.4498	     12.1	    0.17
 489.4545	     11.7	    0.17
 489.5152	      9.9	    0.14
 489.5175	     17.4	    0.25
 489.5273	     17.4	    0.25
 489.5316	     13.5	    0.19
 489.5342	     20.7	    0.29
